,City,Lat,lng,Max temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,Lunsar,8.6833,-12.5333,77.88,81,95,2.98,SL,1619224283
358,Chara,56.9064,118.2631,30.83,74,26,4.65,RU,1619224283
359,Luang Prabang,19.8856,102.1347,77.0,94,20,1.72,LA,1619224283
360,Pyshchug,58.8873,45.7134,44.96,76,100,6.78,RU,1619224284
361,Kapoeta,4.7717,33.5903,77.29,65,94,9.55,SS,1619224285
362,Kaeo,-35.1,173.7833,71.01,67,1,5.99,NZ,1619224287
363,Weinan,34.5036,109.5089,57.99,94,90,15.66,CN,1619224287
364,Torbay,47.6666,-52.7314,37.99,93,75,18.41,CA,1619224288
365,Nelson Bay,-32.7167,152.15,64.0,59,96,12.66,AU,1619224031
366,Valparaíso,-33.0393,-71.6273,59.0,77,40,5.75,CL,1619224289
367,Taree,-31.9,152.4667,64.99,55,64,5.75,AU,1619224028
368,Cervo,43.6702,-7.4101,57.99,88,100,5.53,ES,1619224290
369,Walvis Bay,-22.9575,14.5053,61.0,82,3,4.61,NA,1619224033
370,Konstantinovka,49.6167,127.9833,45.46,24,0,11.88,RU,1619224290
371,Quelimane,-17.8786,36.8883,73.4,88,0,1.92,MZ,1619224291
372,Shimoda,34.6667,138.95,60.8,63,75,10.36,JP,1619224291
373,Vaitape,-16.5167,-151.75,79.9,75,100,10.63,PF,1619224291
374,Marawi,7.9986,124.2928,82.99,79,100,1.01,PH,1619224292
375,Guarapari,-20.6667,-40.4975,77.0,73,75,8.05,BR,1619224292
376,Lappeenranta,61.0587,28.1887,36.0,93,90,3.44,FI,1619224166
377,Acajutla,13.5928,-89.8275,75.0,91,14,3.0,SV,1619224292
378,Lockhart,28.6194,-81.4426,72.0,64,1,13.8,US,1619224293
379,Alice Springs,-23.7,133.8833,64.4,42,0,11.5,AU,1619224293
380,Třemošnice,49.8691,15.58,37.4,75,0,3.44,CZ,1619224294
381,Muscle Shoals,34.7448,-87.6675,68.0,40,20,5.75,US,1619224213
382,Dingle,10.9995,122.6711,86.83,60,97,8.1,PH,1619224298
383,Sidi Ali,36.0998,0.4206,58.12,69,66,9.62,DZ,1619224299
384,Gubkinskiy,64.434,76.5026,34.41,99,100,12.64,RU,1619224299
385,Mandalgovi,45.7625,106.2708,41.34,43,99,28.95,MN,1619224035
386,Hualmay,-11.0964,-77.6139,66.69,89,15,7.07,PE,1619224300
387,Copiapó,-27.3667,-70.3333,57.2,77,40,3.44,CL,1619224300
388,Yumen,40.2833,97.2,41.83,68,97,1.77,CN,1619224300
389,Asău,46.4333,26.4,36.0,67,67,2.46,RO,1619224287
390,Kandrian,-6.2167,149.55,82.0,79,94,1.41,PG,1619224300
391,Ust-Tsilma,65.441,52.1498,38.32,93,100,4.47,RU,1619224301
392,Tigil',57.8,158.6667,32.61,97,100,7.38,RU,1619224301
393,Kahului,20.8947,-156.47,82.4,47,40,26.46,US,1619224124
394,Rawson,-43.3002,-65.1023,55.53,64,4,16.75,AR,1619224301
395,Luorong,24.4058,109.6086,78.19,80,99,6.73,CN,1619224302
396,Nouakchott,18.0858,-15.9785,66.2,88,0,10.36,MR,1619224130
397,Tautira,-17.7333,-149.15,86.0,70,40,9.22,PF,1619224302
398,Lata,40.1629,-8.3327,60.01,91,98,4.7,PT,1619224302
399,Kieta,-6.2167,155.6333,84.11,67,61,3.8,PG,1619224303
400,Puerto del Rosario,28.5004,-13.8627,69.8,68,0,4.61,ES,1619224104
401,Arman',59.7,150.1667,31.33,68,9,5.66,RU,1619224303
402,Taltal,-25.4,-70.4833,62.47,81,0,3.91,CL,1619224303
403,Hojāi,26.0,92.8667,77.92,31,1,3.6,IN,1619224304
404,Mach,29.8637,67.3298,66.96,50,0,2.48,PK,1619224304
405,Yichang,30.7144,111.2847,59.29,92,100,3.0,CN,1619224304
406,Izhmorskiy,56.194,86.6414,32.61,81,99,7.52,RU,1619224304
407,Iskateley,67.6803,53.1512,30.92,89,64,2.13,RU,1619224305
408,Broome,42.2506,-75.833,51.8,35,1,6.91,US,1619224301
409,Graaff-Reinet,-32.2522,24.5308,58.8,60,0,0.94,ZA,1619224305
410,Mount Isa,-20.7333,139.5,77.0,33,38,11.5,AU,1619224307
411,Muscat,23.6139,58.5922,91.4,18,0,8.05,OM,1619224031
412,Mutoko,-17.397,32.2268,55.85,91,1,3.22,ZW,1619224307
413,Diapaga,12.0708,1.7889,87.33,38,100,5.5,BF,1619224308
414,Itaqui,-29.1253,-56.5531,72.72,58,100,4.85,BR,1619224308
415,Luanda,-8.8368,13.2343,75.2,88,75,5.75,AO,1619224308
416,São João da Barra,-21.6403,-41.0511,70.11,85,0,9.1,BR,1619224309
417,Preobrazheniye,42.9019,133.9064,55.38,59,100,6.04,RU,1619224309
418,Marsabit,2.3284,37.9899,65.03,83,22,13.82,KE,1619224309
419,Matara,5.9485,80.5353,77.43,89,86,5.66,LK,1619224309
420,Zanjān,36.6736,48.4787,52.48,51,100,2.95,IR,1619224310
421,Porangatu,-13.4408,-49.1486,71.44,67,0,3.13,BR,1619224310
422,Lompoc,34.6391,-120.4579,59.0,63,2,16.11,US,1619224297
423,Ixtapa,20.7,-105.2,80.6,65,40,14.97,MX,1619224310
424,Tilichiki,60.4667,166.1,28.2,84,32,2.17,RU,1619224273
425,Watsa,3.0372,29.5355,61.45,98,100,2.57,CD,1619224311
426,Puerto Triunfo,5.8726,-74.6403,76.32,92,5,1.3,CO,1619224311
427,Sinegorsk,47.1667,142.5,37.4,81,40,17.9,RU,1619224315
428,Bulolo,-7.2,146.65,77.95,78,91,1.95,PG,1619224315
429,Barabinsk,55.3571,78.357,35.33,70,0,2.48,RU,1619224316
430,Belaya Gora,68.5333,146.4167,16.92,83,88,4.74,RU,1619224316
431,Geelong,-38.1471,144.3607,62.6,55,40,17.27,AU,1619224317
432,Jati,24.3539,68.2671,79.0,72,4,8.57,PK,1619224317
433,Terrace,54.5163,-128.6035,60.8,21,40,2.3,CA,1619224209
434,Lagoa,39.05,-27.9833,57.51,76,51,32.77,PT,1619224318
435,Kirov,58.5966,49.6601,38.77,94,49,6.76,RU,1619224318
436,Waipawa,-41.4122,175.5153,68.0,49,0,13.8,NZ,1619224318
437,Valbonne,43.6329,6.9991,59.0,82,0,3.44,FR,1619224319
438,Mundo Nuevo (Ojo de Agua),18.7,-95.5,84.24,67,62,14.72,MX,1619224319
439,Murgab,37.4966,61.9714,62.6,48,66,5.91,TM,1619224320
440,Luganville,-15.5333,167.1667,85.21,73,56,11.41,VU,1619224320
441,Zhukovo,55.0318,36.744,39.99,93,100,8.95,RU,1619224321
442,Atyrau,47.1167,51.8833,42.8,100,75,8.95,KZ,1619224201
443,Puerto Colombia,10.9878,-74.9547,80.6,78,20,11.5,CO,1619224322
444,Luau,-10.7073,22.2247,64.15,85,54,1.92,AO,1619224322
445,Igarka,67.4667,86.5833,28.62,93,100,17.96,RU,1619224322
446,Jacareacanga,-6.2222,-57.7528,74.77,97,100,2.04,BR,1619224322
447,Mananjary,-21.2167,48.3333,70.68,93,74,6.98,MG,1619224323
448,Acapulco de Juárez,16.8634,-99.8901,82.4,74,90,9.22,MX,1619224297
449,Grimshaw,56.1834,-117.6027,39.2,30,40,16.11,CA,1619224323
450,Narodychi,51.2029,29.0823,33.94,84,2,9.33,UA,1619224324
451,Antigonish,45.6169,-61.9986,42.01,66,91,8.99,CA,1619224158
452,Eganville,45.5334,-77.0994,59.0,29,1,4.61,CA,1619224325
453,Menongue,-14.6585,17.691,57.72,61,10,2.66,AO,1619224326
454,Henties Bay,-22.116,14.2845,61.0,90,13,5.99,NA,1619224326
455,Nyurba,63.2842,118.3319,33.71,91,96,7.07,RU,1619224326
456,Mayumba,-3.432,10.6554,77.47,89,100,4.47,GA,1619224326
457,Tura,25.5198,90.2201,78.39,33,0,4.05,IN,1619224327
458,Roseburg,43.2165,-123.3417,68.0,17,1,11.5,US,1619224327
459,Hobyo,5.3505,48.5268,82.87,74,96,8.99,SO,1619224327
460,Otegen Batyra,43.4278,77.0222,26.6,80,20,2.24,KZ,1619224327
461,Longjiang,47.3303,123.1836,47.14,18,100,10.42,CN,1619224328
462,Aygut,40.6833,45.1729,44.01,84,66,1.01,AM,1619224329
463,Limbang,4.75,115.0,82.4,89,75,1.14,MY,1619224329
464,Semey,50.4111,80.2275,23.0,74,0,8.95,KZ,1619224329
465,West Odessa,31.8424,-102.4988,78.01,7,0,25.32,US,1619224330
466,Rosarito,32.3333,-117.0333,62.6,77,90,11.5,MX,1619224330
467,Puerto Madryn,-42.7692,-65.0385,55.94,62,0,16.6,AR,1619224330
468,Hambantota,6.1241,81.1185,79.34,81,13,5.77,LK,1619224331
469,Buloh Kasap,2.5536,102.764,75.2,100,40,2.84,MY,1619224331
470,Balkanabat,39.5108,54.3671,59.31,67,14,4.56,TM,1619224331
471,Lugovoy,42.9472,72.7644,37.02,56,100,6.62,KZ,1619224332
472,Kudat,6.8837,116.8477,82.4,78,20,3.44,MY,1619224332
473,Cayenne,4.9333,-52.3333,78.01,94,90,3.44,GF,1619224332
474,Saint-Augustin,51.226,-58.6502,32.43,96,100,12.84,CA,1619224288
475,Stromness,58.965,-3.296,37.4,87,100,8.95,GB,1619224333
476,Jämsä,61.8642,25.19,32.0,100,90,4.61,FI,1619224333
477,Kiryat Gat,31.61,34.7642,66.99,100,72,3.27,IL,1619224333
478,Buzdyak,54.5833,54.55,43.93,93,100,11.07,RU,1619224335
479,La Rioja,42.25,-2.5,55.4,54,0,16.11,ES,1619224336
480,Gobabis,-22.45,18.9667,59.27,30,0,9.1,NA,1619224337
481,Kharp,66.8014,65.8081,32.56,97,68,5.53,RU,1619224339
482,Hauterive,46.0901,3.4459,48.2,66,0,2.3,FR,1619224340
483,Husavik,66.0449,-17.3389,39.2,87,0,2.3,IS,1619224340
484,Shahr-e Bābak,30.1165,55.1186,63.3,33,91,3.53,IR,1619224341
485,Calvinia,-31.4707,19.776,61.92,39,0,1.81,ZA,1619224341
486,Farah,32.5,62.5,62.56,12,0,2.86,AF,1619224342
487,Muros,42.7762,-9.0603,59.0,93,80,7.2,ES,1619224342
488,Doha,25.2867,51.5333,82.99,44,0,2.3,QA,1619224324
489,Ancud,-41.8697,-73.8203,51.01,93,0,3.44,CL,1619224343
490,Teahupoo,-17.8333,-149.2667,86.0,70,40,9.22,PF,1619224344
491,Faranah,10.0404,-10.7434,78.21,68,100,7.96,GN,1619224344
492,Saint-Joseph,-21.3667,55.6167,77.0,83,90,19.57,RE,1619224344
493,Celbridge,53.3386,-6.5436,44.6,81,0,2.3,IE,1619224345
494,Umm Kaddadah,13.6017,26.6876,80.1,16,51,4.74,SD,1619224345
495,Chisec,15.8167,-90.2833,73.4,73,75,4.61,GT,1619224345
496,Gumdag,39.2061,54.5906,56.97,75,14,9.84,TM,1619224345
497,Jos,9.9167,8.9,73.58,59,100,4.65,NG,1619224188
498,La Asuncion,11.0333,-63.8628,68.0,100,33,23.02,VE,1619224346
499,Goundam,16.4145,-3.6708,86.86,11,48,4.16,ML,1619224270
500,Puri,19.8,85.85,78.8,94,20,8.05,IN,1619224347
501,Morón,-34.6534,-58.6198,63.0,98,85,4.0,AR,1619224137
502,Linjiang,41.8069,126.9078,65.48,44,100,2.57,CN,1619224348
503,Vila Velha,-20.3297,-40.2925,77.0,73,75,8.05,BR,1619224303
504,Andra,62.5147,65.8878,35.62,99,99,3.85,RU,1619224348
505,Bideford,51.0179,-4.2046,48.99,53,16,4.0,GB,1619224349
506,Goderich,43.7501,-81.7165,50.0,53,99,10.36,CA,1619224209
507,Chānda,19.95,79.3,83.73,38,63,4.18,IN,1619224188
508,Puerto Escondido,15.85,-97.0667,84.2,74,40,4.47,MX,1619224349
509,Adrar,20.5022,-10.0711,77.18,14,4,9.91,MR,1619224349
510,Povenets,62.8487,34.8262,34.47,97,100,3.71,RU,1619224350
511,Ambilobe,-13.2,49.05,70.57,86,91,2.93,MG,1619224350
512,Antalaha,-14.9003,50.2788,71.69,91,99,6.13,MG,1619224350
513,Arkhara,49.4212,130.0842,43.86,29,0,13.89,RU,1619224350
514,Ganzhou,28.8184,115.4327,65.53,88,100,6.26,CN,1619224351
515,Nanortalik,60.1432,-45.2371,35.96,88,8,3.31,GL,1619224351
516,Newport,51.5877,-2.9984,46.0,64,91,10.02,GB,1619224137
517,Hørve,55.7529,11.453,39.99,89,17,8.99,DK,1619224351
518,Duncan,34.5023,-97.9578,64.0,100,90,8.14,US,1619224352
519,Bambanglipuro,-7.95,110.2833,79.77,74,0,2.84,ID,1619224352
520,Brae,60.3964,-1.353,44.6,81,75,1.14,GB,1619224352
521,Praia da Vitória,38.7333,-27.0667,57.2,72,40,33.49,PT,1619224352
522,Fukuechō,32.6881,128.8419,66.2,82,0,8.05,JP,1619224353
523,Nurota,40.5614,65.6886,55.4,47,100,9.22,UZ,1619224353
524,Marechal Cândido Rondon,-24.5561,-54.0567,68.61,60,94,5.39,BR,1619224357
525,Kyakhta,50.3508,106.4494,36.54,42,100,5.21,RU,1619224358
526,Antofagasta,-23.65,-70.4,60.8,82,20,8.05,CL,1619224312
527,San Joaquin,37.9333,-121.3011,75.99,33,1,8.05,US,1619224358
528,Ullal,12.8,74.85,78.8,83,20,5.59,IN,1619224359
529,Neftçala,39.3742,49.2472,54.79,82,3,8.66,AZ,1619224359
530,Gaoua,10.2992,-3.2508,84.81,45,13,7.09,BF,1619224360
531,Khartoum,15.5518,32.5324,90.0,31,12,1.99,SD,1619224256
532,Stepantsevo,56.1314,41.7032,42.89,91,14,7.47,RU,1619224360
533,Constitución,-35.3333,-72.4167,55.24,80,0,10.45,CL,1619224360
534,Ossora,59.2353,163.0719,32.7,95,100,6.64,RU,1619224361
535,Arlit,18.7369,7.3853,83.43,7,95,6.49,NE,1619224361
536,Nome,64.5011,-165.4064,41.0,60,1,5.75,US,1619224322
537,Vangaindrano,-23.35,47.6,69.62,92,73,3.49,MG,1619224362
538,Ouésso,1.6136,16.0517,68.58,98,100,2.8,CG,1619224362
539,Talnakh,69.4865,88.3972,31.66,97,100,9.82,RU,1619224362
540,Takoradze,4.8845,-1.7554,81.45,83,100,8.12,GH,1619224363
541,Obigarm,38.7173,69.7088,40.64,48,49,8.79,TJ,1619224363
542,Belmonte,-15.8631,-38.8828,78.8,73,0,6.91,BR,1619224342
543,Sisimiut,66.9395,-53.6735,32.74,70,100,3.62,GL,1619224363
544,Porto Santo,33.072,-16.3415,64.4,72,40,13.8,PT,1619224364
545,Burnie,-41.0667,145.9167,59.0,71,100,8.01,AU,1619224365
546,Hanzhong,33.0728,107.0303,58.53,86,99,6.38,CN,1619224366
547,Roald,62.5833,6.1333,33.01,93,75,4.61,NO,1619224367
548,Celestún,20.8667,-90.4,85.84,55,92,9.98,MX,1619224367
549,Ust'-Kulom,61.6864,53.6902,36.52,94,9,4.29,RU,1619224368
550,Juneau,58.3019,-134.4197,60.8,18,20,9.22,US,1619224369
551,Middelburg,-25.7751,29.4648,50.32,62,0,1.32,ZA,1619224369
552,Bāndarban,22.1965,92.2262,78.24,41,100,1.9,BD,1619224369
553,Vardø,70.3705,31.1107,34.61,65,100,12.55,NO,1619224370
554,Moberly,39.4184,-92.4382,52.0,76,90,11.5,US,1619224370
555,Bay Roberts,47.5999,-53.2648,39.0,85,5,13.91,CA,1619224370
556,Pacific Grove,36.6177,-121.9166,59.0,58,75,10.36,US,1619224371
